Data,Categoria,Subcategoria
22/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
22/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
22/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
22/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
22/12/2024,TENTATIVA DE EXTORSÃO,TENTATIVA DE EXTORSÃO
22/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
22/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
22/12/2024,FURTO,FURTO
22/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
22/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
22/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
23/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
23/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
23/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
23/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
23/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
23/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
23/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
23/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
23/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
23/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
23/12/2024,ROUBO - FIOS E CABOS ELÉTRICOS,ROUBO - FIOS E CABOS ELÉTRICOS
23/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
23/12/2024,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
23/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
23/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
23/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
23/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
23/12/2024,AUXÍLIO AO PÚBLICO - CIDADÃO,AUXÍLIO AO PÚBLICO - CIDADÃO
23/12/2024,ORDEM DE POLICIAMENTO,ORDEM DE POLICIAMENTO
23/12/2024,FURTO,FURTO
23/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
23/12/2024,COMUNICAÇÃO DE INVASÃO,COMUNICAÇÃO DE INVASÃO
23/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
23/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
23/12/2024,RECUPERAÇÃO DE VEICULO,RECUPERAÇÃO DE VEICULO
23/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
23/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
23/12/2024,EMBRIAGUEZ,EMBRIAGUEZ
24/12/2024,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
24/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
24/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
24/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
24/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
24/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
24/12/2024,ABANDONO DE INCAPAZ,ABANDONO DE INCAPAZ
24/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
24/12/2024,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
24/12/2024,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
24/12/2024,FURTO,FURTO
24/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
25/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
25/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
25/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
25/12/2024,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
25/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
25/12/2024,APOIO OU REFORÇO,APOIO OU REFORÇO
25/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
25/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
25/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
25/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
25/12/2024,VIAS DE FATO,VIAS DE FATO
25/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
25/12/2024,IMPORTUNAÇÃO OFENSIVA AO PUDOR,IMPORTUNAÇÃO OFENSIVA AO PUDOR
26/12/2024,TENTATIVA DE ROUBO,TENTATIVA DE ROUBO
25/12/2024,APOIO OU REFORÇO,APOIO OU REFORÇO
26/12/2024,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
26/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
26/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
26/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
26/12/2024,FURTO,FURTO
26/12/2024,AGRESSÃO,AGRESSÃO
26/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
26/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
26/12/2024,ADULTERAÇÃO DE SINAL IDENTIFICADOR DE VEÍCULO AUTOMOTOR,ADULTERAÇÃO DE SINAL IDENTIFICADOR DE VEÍCULO AUTOMOTOR
26/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
26/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
26/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
26/12/2024,DANO,DANO
26/12/2024,COMUNICAÇÃO DE CRIME AMBIENTAL,COMUNICAÇÃO DE CRIME AMBIENTAL
26/12/2024,APOIO OU REFORÇO,APOIO OU REFORÇO
26/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
26/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
26/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
26/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
26/12/2024,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
27/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
27/12/2024,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
27/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
27/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
27/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
27/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
27/12/2024,ARROMBAMENTO,ARROMBAMENTO
27/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
27/12/2024,AGRESSÃO,AGRESSÃO
27/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
27/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
27/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
27/12/2024,COMUNICAÇÃO DE CRIME AMBIENTAL,COMUNICAÇÃO DE CRIME AMBIENTAL
27/12/2024,ORDEM DE POLICIAMENTO,ORDEM DE POLICIAMENTO
27/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
27/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
27/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
27/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
27/12/2024,DANO,DANO
27/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
27/12/2024,ACIDENTE DE TRÂNSITO SEM VÍTIMA/PATRULHAMENTO PREVENTIVO,ACIDENTE DE TRÂNSITO SEM VÍTIMA/PATRULHAMENTO PREVENTIVO
28/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
28/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
28/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
28/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
28/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
28/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
28/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
28/12/2024,DANO,DANO
28/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
28/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
28/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
28/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
28/12/2024,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
28/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
28/12/2024,COMUNICAÇÃO DE CRIME AMBIENTAL,COMUNICAÇÃO DE CRIME AMBIENTAL
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
28/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
28/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
29/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
29/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
29/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA/PATRULHAMENTO PREVENTIVO,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA/PATRULHAMENTO PREVENTIVO
29/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
29/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
29/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
29/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
29/12/2024,APOIO OU REFORÇO,APOIO OU REFORÇO
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,ACIDENTE DE TRÂNSITO COM VÍTIMA,ACIDENTE DE TRÂNSITO COM VÍTIMA
29/12/2024,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,DANO,DANO
29/12/2024,DENÚNCIA,DENÚNCIA
29/12/2024,CUMPRIMENTO DE MANDADO DE PRISÃO,CUMPRIMENTO DE MANDADO DE PRISÃO
29/12/2024,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
29/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
29/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
30/12/2024,PERTURBAÇÃO DA TRANQUILIDADE,PERTURBAÇÃO DA TRANQUILIDADE
30/12/2024,APOIO A OUTROS ÓRGÃOS/APOIO OU REFORÇO,APOIO A OUTROS ÓRGÃOS/APOIO OU REFORÇO
30/12/2024,COMUNICAÇÃO DE INVASÃO,COMUNICAÇÃO DE INVASÃO
30/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
30/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
30/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
30/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
30/12/2024,FURTO,FURTO
30/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
30/12/2024,CÁRCERE PRIVADO CONTRA A MULHER,CÁRCERE PRIVADO CONTRA A MULHER
30/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
30/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
30/12/2024,ADULTERAÇÃO DE SINAL IDENTIFICADOR DE VEÍCULO AUTOMOTOR,ADULTERAÇÃO DE SINAL IDENTIFICADOR DE VEÍCULO AUTOMOTOR
30/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
30/12/2024,COMUNICAÇÃO DE CRIME AMBIENTAL,COMUNICAÇÃO DE CRIME AMBIENTAL
30/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
30/12/2024,AMEAÇA,AMEAÇA
30/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
30/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
30/12/2024,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
30/12/2024,FURTO,FURTO
30/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
30/12/2024,ACIDENTE DE TRÂNSITO SEM VÍTIMA,ACIDENTE DE TRÂNSITO SEM VÍTIMA
31/12/2024,APOIO OU REFORÇO,APOIO OU REFORÇO
31/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
31/12/2024,APOIO A MILITAR/POLICIAL MILITAR/BOMBEIRO,APOIO A MILITAR/POLICIAL MILITAR/BOMBEIRO
31/12/2024,APOIO OU REFORÇO,APOIO OU REFORÇO
31/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
31/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
31/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
31/12/2024,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
31/12/2024,COMUNICAÇÃO DE CRIME AMBIENTAL,COMUNICAÇÃO DE CRIME AMBIENTAL
31/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
31/12/2024,APOIO OU REFORÇO,APOIO OU REFORÇO
31/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
31/12/2024,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
31/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
31/12/2024,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
31/12/2024,DESCUMPRIMENTO DE ORDEM JUDICIAL/MEDIDA PROTETIVA,DESCUMPRIMENTO DE ORDEM JUDICIAL/MEDIDA PROTETIVA
31/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
31/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
31/12/2024,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,APOIO OU REFORÇO,APOIO OU REFORÇO
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,APOIO A MILITAR/POLICIAL MILITAR/BOMBEIRO,APOIO A MILITAR/POLICIAL MILITAR/BOMBEIRO
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,DISPARO DE ARMA DE FOGO,DISPARO DE ARMA DE FOGO
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
01/01/2025,AMEAÇA,AMEAÇA
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
01/01/2025,CUMPRIMENTO DE MANDADO DE PRISÃO,CUMPRIMENTO DE MANDADO DE PRISÃO
01/01/2025,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
01/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
01/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
01/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
01/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
01/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
01/01/2025,ACIDENTE DE TRÂNSITO COM VÍTIMA,ACIDENTE DE TRÂNSITO COM VÍTIMA
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
01/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
01/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
02/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
02/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
02/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
02/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
02/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
02/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
02/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
02/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
02/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
02/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
02/01/2025,FURTO DE VEÍCULO,FURTO DE VEÍCULO
02/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
02/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,DENÚNCIA/DESACATO/INFRAÇÃO DE TRÂNSITO,DENÚNCIA/DESACATO/INFRAÇÃO DE TRÂNSITO
